mention_id,sentence_id,paper_id,paper_title,doi,text,ner_label,schema_type,token_start,token_end
paper_023:s0073:m001,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,discharge channel,ElectrodeConfiguration,Configuration,16,17
paper_023:s0073:m002,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"axis),",ElectrodeConfiguration,Configuration,19,19
paper_023:s0073:m003,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,axial stratification,Experiment,Scientific Experiment,12,13
paper_023:s0073:m004,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"axis),",Modelling,Scientific Study,19,19
paper_023:s0073:m005,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,axial stratification of the discharge channel,PhysicalEffect,Physical Effect,12,17
paper_023:s0073:m006,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"axis),",PhysicalQuantity,Quantity,19,19
paper_023:s0073:m007,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,stratification,PlasmaApplication,Application Field,13,13
paper_023:s0073:m008,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,discharge channel,PlasmaProperties,Property,16,17
paper_023:s0073:m009,paper_023:s0073,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,discharge channel,PlasmaSource,Plasma Source,16,17
paper_023:s0074:m001,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface discharge,DischargeRegime,,9,10
paper_023:s0074:m002,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,off-axis,ElectrodeConfiguration,Configuration,21,21
paper_023:s0074:m003,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,axial symmetry,Experiment,Scientific Experiment,16,17
paper_023:s0074:m004,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"surface discharge description,",Modelling,Scientific Study,9,11
paper_023:s0074:m005,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,assumption of,Modelling,Scientific Study,14,15
paper_023:s0074:m006,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,axial symmetry,Modelling,Scientific Study,16,17
paper_023:s0074:m007,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,assumption of axial symmetry,PhysicalEffect,Physical Effect,14,17
paper_023:s0074:m008,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,symmetry,PhysicalQuantity,Quantity,17,17
paper_023:s0074:m009,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,off-axis discharge channels,PlasmaProperties,Property,21,23
paper_023:s0074:m010,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,discharge channels,PlasmaSource,Plasma Source,22,23
paper_023:s0074:m011,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface,PlasmaTarget,Target,9,9
paper_023:s0074:m012,paper_023:s0074,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface.,PlasmaTarget,Target,26,26
paper_023:s0075:m001,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,filament,DischargeRegime,,11,11
paper_023:s0075:m002,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,hemispherical electrodes,ElectrodeConfiguration,Configuration,14,15
paper_023:s0075:m003,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,formation mechanisms of striations,PhysicalEffect,Physical Effect,5,8
paper_023:s0075:m004,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,formation,PlasmaApplication,Application Field,5,5
paper_023:s0075:m005,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,striations,PlasmaApplication,Application Field,8,8
paper_023:s0075:m006,paper_023:s0075,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,striations,PlasmaProperties,Property,8,8
paper_023:s0076:m001,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,reaction-kinetic model,Experiment,Scientific Experiment,2,3
paper_023:s0076:m002,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,reaction-kinetic model,Modelling,Scientific Study,2,3
paper_023:s0076:m003,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,argon,PlasmaApplication,Application Field,5,5
paper_023:s0076:m004,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,argon,PlasmaMedium,Medium,5,5
paper_023:s0076:m005,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"Ar,",PlasmaMedium,Medium,9,9
paper_023:s0076:m006,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,13,13
paper_023:s0076:m007,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,17,17
paper_023:s0076:m008,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"Ar,",PlasmaTarget,Target,9,9
paper_023:s0076:m009,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar *,PlasmaTarget,Target,10,11
paper_023:s0076:m010,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,13,13
paper_023:s0076:m011,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar +,PlasmaTarget,Target,17,18
paper_023:s0076:m012,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,20,20
paper_023:s0076:m013,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,argon,Species,,5,5
paper_023:s0076:m014,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"Ar,",Species,,9,9
paper_023:s0076:m015,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar *,Species,,10,11
paper_023:s0076:m016,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar * 2,Species,,13,15
paper_023:s0076:m017,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar +,Species,,17,18
paper_023:s0076:m018,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar + 2,Species,,20,22
paper_023:s0076:m019,paper_023:s0076,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electrons,Species,,24,24
paper_023:s0077:m001,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,excited,PhysicalQuantity,Quantity,19,19
paper_023:s0077:m002,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,2,2
paper_023:s0077:m003,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,5,5
paper_023:s0077:m004,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,2,2
paper_023:s0077:m005,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,5,5
paper_023:s0077:m006,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,excited levels.,PowerSupply,,19,20
paper_023:s0077:m007,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar *,Species,,2,3
paper_023:s0077:m008,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar * 2,Species,,5,7
paper_023:s0077:m009,paper_023:s0077,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"excited atomic and molecular (excimer) states,",Species,,10,15
paper_023:s0078:m001,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,model,Modelling,Scientific Study,1,1
paper_023:s0078:m002,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,stepwise,Modelling,Scientific Study,16,16
paper_023:s0078:m003,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"electron collisions,",PhysicalEffect,Physical Effect,8,9
paper_023:s0078:m004,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"excitation,",PhysicalEffect,Physical Effect,12,12
paper_023:s0078:m005,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"de-excitation,",PhysicalEffect,Physical Effect,13,13
paper_023:s0078:m006,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"ionisation,",PhysicalEffect,Physical Effect,17,17
paper_023:s0078:m007,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,recombination.,PhysicalEffect,Physical Effect,19,19
paper_023:s0078:m008,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,recombination.,PlasmaApplication,Application Field,19,19
paper_023:s0078:m009,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"excitation,",PlasmaSource,Plasma Source,12,12
paper_023:s0078:m010,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"de-excitation,",PlasmaSource,Plasma Source,13,13
paper_023:s0078:m011,paper_023:s0078,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electron,Species,,8,8
paper_023:s0079:m001,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,processes,Modelling,Scientific Study,16,16
paper_023:s0079:m002,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"heavyparticle collisions,",PhysicalEffect,Physical Effect,2,3
paper_023:s0079:m003,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"chemo-ionisation,",PhysicalEffect,Physical Effect,6,6
paper_023:s0079:m004,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,neutral association,PhysicalEffect,Physical Effect,7,8
paper_023:s0079:m005,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"charge transfer,",PhysicalEffect,Physical Effect,10,11
paper_023:s0079:m006,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,radiative processes,PhysicalEffect,Physical Effect,15,16
paper_023:s0079:m007,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,charge,PhysicalQuantity,Quantity,10,10
paper_023:s0079:m008,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"chemo-ionisation,",PlasmaApplication,Application Field,6,6
paper_023:s0079:m009,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,radiative processes,PlasmaApplication,Application Field,15,16
paper_023:s0079:m010,paper_023:s0079,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,heavyparticle,Species,,2,2
paper_023:s0080:m001,paper_023:s0080,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,appendix.,DiagnosticDevice,Diagnostic Device,15,15
paper_023:s0080:m002,paper_023:s0080,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,reaction scheme,Modelling,Scientific Study,5,6
paper_023:s0080:m003,paper_023:s0080,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,reaction rate coefficients,PhysicalQuantity,Quantity,8,10
paper_023:s0080:m004,paper_023:s0080,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,reaction rate,PowerSupply,,8,9
paper_023:s0081:m001,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Boltzmann,DiagnosticDevice,Diagnostic Device,21,21
paper_023:s0081:m002,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electron Boltzmann equation in,Modelling,Scientific Study,20,23
paper_023:s0081:m003,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,multi-term approximation,Modelling,Scientific Study,24,25
paper_023:s0081:m004,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,transport,PhysicalEffect,Physical Effect,3,3
paper_023:s0081:m005,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electrons,PhysicalEffect,Physical Effect,6,6
paper_023:s0081:m006,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,rate,PhysicalQuantity,Quantity,1,1
paper_023:s0081:m007,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,transport coefficients of,PhysicalQuantity,Quantity,3,5
paper_023:s0081:m008,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electrons,PlasmaMedium,Medium,6,6
paper_023:s0081:m009,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,homogeneous,PlasmaProperties,Property,19,19
paper_023:s0081:m010,paper_023:s0081,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electrons,Species,,6,6
paper_023:s0082:m001,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Einstein,Experiment,Scientific Experiment,20,20
paper_023:s0082:m002,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Einstein relation.,Modelling,Scientific Study,20,21
paper_023:s0082:m003,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Einstein relation.,PhysicalEffect,Physical Effect,20,21
paper_023:s0082:m004,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,mobilities,PhysicalQuantity,Quantity,1,1
paper_023:s0082:m005,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,diffusion coefficients,PhysicalQuantity,Quantity,11,12
paper_023:s0082:m006,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,ionic species,PlasmaProperties,Property,3,4
paper_023:s0082:m007,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Einstein,PlasmaSource,Plasma Source,20,20
paper_023:s0082:m008,paper_023:s0082,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,ionic species,Species,,3,4
paper_023:s0083:m001,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,diffusion,PhysicalEffect,Physical Effect,5,5
paper_023:s0083:m002,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,diffusion,PhysicalEffect,Physical Effect,13,13
paper_023:s0083:m003,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,diffusion coefficient,PhysicalQuantity,Quantity,5,6
paper_023:s0083:m004,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,1,1
paper_023:s0083:m005,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaMedium,Medium,15,15
paper_023:s0083:m006,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,diffusion,PlasmaProperties,Property,5,5
paper_023:s0083:m007,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,1,1
paper_023:s0083:m008,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar,PlasmaTarget,Target,15,15
paper_023:s0083:m009,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar *,Species,,1,2
paper_023:s0083:m010,paper_023:s0083,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Ar * 2,Species,,15,17
paper_023:s0084:m001,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,boundary conditions,Experiment,Scientific Experiment,12,13
paper_023:s0084:m002,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,initial conditions.,Experiment,Scientific Experiment,16,17
paper_023:s0084:m003,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Equations,Modelling,Scientific Study,0,0
paper_023:s0084:m004,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,physically based boundary conditions,Modelling,Scientific Study,10,13
paper_023:s0084:m005,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,initial conditions.,Modelling,Scientific Study,16,17
paper_023:s0084:m006,paper_023:s0084,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,boundary,PlasmaProperties,Property,12,12
paper_023:s0085:m001,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"Poisson equation,",DiagnosticDevice,Diagnostic Device,5,6
paper_023:s0085:m002,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"electrode,",DiagnosticDevice,Diagnostic Device,27,27
paper_023:s0085:m003,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,powered,ElectrodeConfiguration,Configuration,21,21
paper_023:s0085:m004,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"electrode,",ElectrodeConfiguration,Configuration,27,27
paper_023:s0085:m005,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,plasma-dielectric interface.,ElectrodeConfiguration,Configuration,52,53
paper_023:s0085:m006,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Dirichlet boundary conditions,Experiment,Scientific Experiment,7,9
paper_023:s0085:m007,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,boundary condition,Experiment,Scientific Experiment,30,31
paper_023:s0085:m008,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,"Poisson equation,",Modelling,Scientific Study,5,6
paper_023:s0085:m009,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,Dirichlet,Modelling,Scientific Study,7,7
paper_023:s0085:m010,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,boundary conditions,Modelling,Scientific Study,8,9
paper_023:s0085:m011,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,boundary condition,Modelling,Scientific Study,30,31
paper_023:s0085:m012,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,plasma-dielectric interface.,PhysicalEffect,Physical Effect,52,53
paper_023:s0085:m013,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,accumulated,PhysicalQuantity,Quantity,47,47
paper_023:s0085:m014,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface charges,PhysicalQuantity,Quantity,48,49
paper_023:s0085:m015,paper_023:s0085,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface,PlasmaTarget,Target,48,48
paper_023:s0086:m001,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,plasma-dielectric interface,ElectrodeConfiguration,Configuration,14,15
paper_023:s0086:m002,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,balance equation,Modelling,Scientific Study,10,11
paper_023:s0086:m003,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,plasma-dielectric interface,PhysicalEffect,Physical Effect,14,15
paper_023:s0086:m004,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface charge density,PhysicalQuantity,Quantity,1,3
paper_023:s0086:m005,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,plasma-dielectric interface,PlasmaSource,Plasma Source,14,15
paper_023:s0086:m006,paper_023:s0086,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,surface,PlasmaTarget,Target,1,1
paper_023:s0087:m001,paper_023:s0087,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electric potential.,Experiment,Scientific Experiment,12,13
paper_023:s0087:m002,paper_023:s0087,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,zero flux boundary conditions,Modelling,Scientific Study,4,7
paper_023:s0087:m003,paper_023:s0087,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,flux,PhysicalQuantity,Quantity,5,5
paper_023:s0087:m004,paper_023:s0087,paper_023,Formation mechanisms of striations in a filamentary dielectric barrier discharge in atmospheric,10.1088/1361-6595/acd2fc,electric potential.,PhysicalQuantity,Quantity,12,13
